timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1612006797827,390,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-199,text,true,,422567,127,400,400,https://www.zalando.at/herren/?q=jeans,222,0,0
1612006797983,404,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-17,text,true,,422571,127,400,400,https://www.zalando.at/herren/?q=jeans,274,0,0
1612006796966,1508,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-190,text,true,,1058861,124,400,400,https://www.zalando.at/herren-home/,210,0,160
1612006796927,1677,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-185,text,true,,970562,124,400,400,https://www.zalando.at/herren-home/,253,0,201
1612006797741,1200,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-193,text,true,,1029792,124,400,400,https://www.zalando.at/herren-home/,293,0,186
1612006797266,1735,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-215,text,true,,997428,124,400,400,https://www.zalando.at/herren-home/,172,0,128
1612006796928,2102,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-212,text,true,,1018562,124,400,400,https://www.zalando.at/herren-home/,255,0,201
1612006797266,1774,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-216,text,true,,991515,124,400,400,https://www.zalando.at/herren-home/,190,0,122
1612006798388,1221,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-17,text,true,,950158,124,400,400,https://www.zalando.at/herren-home/,264,0,165
1612006798388,1257,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-226,text,true,,975899,124,400,400,https://www.zalando.at/herren-home/,248,0,167
1612006799405,345,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-209,text,true,,419596,127,400,400,https://www.zalando.at/herren/?q=jeans,205,0,0
1612006798219,1644,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-224,text,true,,961365,124,400,400,https://www.zalando.at/herren-home/,296,0,207
1612006798943,1311,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,985112,124,400,400,https://www.zalando.at/herren-home/,317,0,125
1612006798943,1316,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-230,text,true,,956319,124,400,400,https://www.zalando.at/herren-home/,482,0,128
1612006798218,2302,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-199,text,true,,966009,124,400,400,https://www.zalando.at/herren-home/,295,0,223
1612006799406,1155,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-234,text,true,,968408,124,400,400,https://www.zalando.at/herren-home/,279,0,195
1612006799406,1390,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-235,text,true,,1044698,124,400,400,https://www.zalando.at/herren-home/,276,0,193
1612006799752,1092,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-209,text,true,,986108,124,400,400,https://www.zalando.at/herren-home/,189,0,137
1612006800483,436,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-190,text,true,,419558,127,400,400,https://www.zalando.at/herren/?q=jeans,329,0,0
1612006800259,956,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-21,text,true,,979798,124,400,400,https://www.zalando.at/herren-home/,303,0,117
1612006799610,1739,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-237,text,true,,1006536,124,400,400,https://www.zalando.at/herren-home/,214,0,133
1612006800483,899,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-23,text,true,,963088,124,400,400,https://www.zalando.at/herren-home/,151,0,101
1612006800797,874,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-242,text,true,,1049337,124,400,400,https://www.zalando.at/herren-home/,146,0,99
1612006801045,639,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-212,text,true,,422547,127,400,400,https://www.zalando.at/herren/?q=jeans,265,0,0
1612006800920,1076,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-190,text,true,,1002609,124,400,400,https://www.zalando.at/herren-home/,89,0,45
1612006801622,393,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-17,text,true,,422681,127,400,400,https://www.zalando.at/herren/?q=jeans,224,0,0
1612006801872,497,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-224,text,true,,419558,127,400,400,https://www.zalando.at/herren/?q=jeans,218,0,0
1612006801350,1048,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-247,text,true,,963650,124,400,400,https://www.zalando.at/herren-home/,349,0,73
1612006801624,990,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-249,text,true,,999114,124,400,400,https://www.zalando.at/herren-home/,126,0,80
1612006802263,471,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,278,0,0
1612006802263,500,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-18,text,true,,422691,127,400,400,https://www.zalando.at/herren/?q=jeans,383,0,0
1612006802576,358,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-234,text,true,,422547,127,400,400,https://www.zalando.at/herren/?q=jeans,231,0,0
1612006802016,1071,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-17,text,true,,934792,124,400,400,https://www.zalando.at/herren-home/,138,0,73
1612006802371,967,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-224,text,true,,1019389,124,400,400,https://www.zalando.at/herren-home/,155,0,69
1612006801874,1651,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-252,text,true,,1058140,124,400,400,https://www.zalando.at/herren-home/,224,0,155
1612006803216,408,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-21,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,235,0,0
1612006802578,1279,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-259,text,true,,1000458,124,400,400,https://www.zalando.at/herren-home/,228,0,175
1612006802735,1205,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,935041,124,400,400,https://www.zalando.at/herren-home/,176,0,91
1612006802764,1218,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-18,text,true,,977021,124,400,400,https://www.zalando.at/herren-home/,140,0,60
1612006803218,927,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-265,text,true,,1022101,124,400,400,https://www.zalando.at/herren-home/,227,0,171
1612006803627,883,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-269,text,true,,1011410,124,400,400,https://www.zalando.at/herren-home/,207,0,118
1612006803625,1175,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-21,text,true,,1068110,124,400,400,https://www.zalando.at/herren-home/,200,0,117
1612006802936,1888,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-234,text,true,,975161,124,400,400,https://www.zalando.at/herren-home/,239,0,121
1612006804148,918,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-274,text,true,,1036779,124,400,400,https://www.zalando.at/herren-home/,111,0,64
1612006803859,1269,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-271,text,true,,1035558,124,400,400,https://www.zalando.at/herren-home/,190,0,135
1612006804514,848,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-277,text,true,,985734,124,400,400,https://www.zalando.at/herren-home/,169,0,77
1612006805341,380,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-224,text,true,,419606,127,400,400,https://www.zalando.at/herren/?q=jeans,243,0,0
1612006804803,1050,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-280,text,true,,986059,124,400,400,https://www.zalando.at/herren-home/,124,0,49
1612006804803,1069,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-279,text,true,,991193,124,400,400,https://www.zalando.at/herren-home/,111,0,52
1612006804512,1368,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-276,text,true,,997860,124,400,400,https://www.zalando.at/herren-home/,241,0,83
1612006805528,520,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-252,text,true,,419570,127,400,400,https://www.zalando.at/herren/?q=jeans,249,0,0
1612006805343,798,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-27,text,true,,1003795,124,400,400,https://www.zalando.at/herren-home/,194,0,73
1612006805530,851,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-281,text,true,,1024227,124,400,400,https://www.zalando.at/herren-home/,257,0,191
1612006805950,555,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,419570,127,400,400,https://www.zalando.at/herren/?q=jeans,406,0,0
1612006805722,1091,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-224,text,true,,977230,124,400,400,https://www.zalando.at/herren-home/,231,0,152
1612006805723,1111,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-283,text,true,,997428,124,400,400,https://www.zalando.at/herren-home/,230,0,144
1612006806383,758,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-290,text,true,,948544,124,400,400,https://www.zalando.at/herren-home/,170,0,90
1612006806810,406,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-21,text,true,,419558,127,400,400,https://www.zalando.at/herren/?q=jeans,281,0,0
1612006807075,379,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-274,text,true,,422559,127,400,400,https://www.zalando.at/herren/?q=jeans,208,0,0
1612006806050,1459,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-252,text,true,,981777,124,400,400,https://www.zalando.at/herren-home/,160,0,118
1612006807138,502,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-271,text,true,,419606,127,400,400,https://www.zalando.at/herren/?q=jeans,330,0,0
1612006806811,1060,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-293,text,true,,975223,124,400,400,https://www.zalando.at/herren-home/,183,0,57
1612006806506,1572,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,976758,124,400,400,https://www.zalando.at/herren-home/,200,0,124
1612006806811,1380,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-294,text,true,,930626,124,400,400,https://www.zalando.at/herren-home/,98,0,54
1612006807857,484,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-280,text,true,,422583,127,400,400,https://www.zalando.at/herren/?q=jeans,239,0,0
1612006807456,981,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-274,text,true,,943268,124,400,400,https://www.zalando.at/herren-home/,199,0,126
1612006808153,469,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-27,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,342,0,0
1612006807456,1435,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-298,text,true,,958307,124,400,400,https://www.zalando.at/herren-home/,296,0,134
1612006808388,521,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-281,text,true,,419606,127,400,400,https://www.zalando.at/herren/?q=jeans,316,0,0
1612006807456,1558,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-297,text,true,,973829,124,400,400,https://www.zalando.at/herren-home/,202,0,129
1612006807641,1416,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-271,text,true,,1004778,124,400,400,https://www.zalando.at/herren-home/,155,0,81
1612006808342,879,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-280,text,true,,946052,124,400,400,https://www.zalando.at/herren-home/,319,0,211
1612006807859,1684,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-301,text,true,,1008835,124,400,400,https://www.zalando.at/herren-home/,156,0,67
1612006808623,1035,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-27,text,true,,985183,124,400,400,https://www.zalando.at/herren-home/,363,0,282
1612006808623,1250,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-307,text,true,,1009036,124,400,400,https://www.zalando.at/herren-home/,368,0,282
1612006808893,1082,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-309,text,true,,991873,124,400,400,https://www.zalando.at/herren-home/,184,0,110
1612006809545,969,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-313,text,true,,983816,124,400,400,https://www.zalando.at/herren-home/,186,0,112
1612006810091,554,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,422535,127,400,400,https://www.zalando.at/herren/?q=jeans,250,0,0
1612006809545,1160,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-314,text,true,,1043879,124,400,400,https://www.zalando.at/herren-home/,163,0,117
1612006809875,945,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-317,text,true,,993806,124,400,400,https://www.zalando.at/herren-home/,100,0,57
1612006810516,956,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-319,text,true,,1021648,124,400,400,https://www.zalando.at/herren-home/,224,0,163
1612006811232,377,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-280,text,true,,422583,127,400,400,https://www.zalando.at/herren/?q=jeans,256,0,0
1612006811030,614,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-297,text,true,,419606,127,400,400,https://www.zalando.at/herren/?q=jeans,303,0,0
1612006810516,1220,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,1003505,124,400,400,https://www.zalando.at/herren-home/,234,0,172
1612006810647,1257,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-231,text,true,,1036050,124,400,400,https://www.zalando.at/herren-home/,128,0,56
1612006811889,302,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-307,text,true,,422595,127,400,400,https://www.zalando.at/herren/?q=jeans,234,0,0
1612006811611,803,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-280,text,true,,977809,124,400,400,https://www.zalando.at/herren-home/,153,0,108
1612006811475,1109,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-37,text,true,,978532,124,400,400,https://www.zalando.at/herren-home/,248,0,191
1612006812195,631,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-324,text,true,,955978,124,400,400,https://www.zalando.at/herren-home/,151,0,81
1612006812529,461,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-313,text,true,,419618,127,400,400,https://www.zalando.at/herren/?q=jeans,326,0,0
1612006812826,334,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-317,text,true,,419629,127,400,400,https://www.zalando.at/herren/?q=jeans,217,0,0
1612006812717,457,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-314,text,true,,422548,127,400,400,https://www.zalando.at/herren/?q=jeans,230,0,0
1612006812192,1030,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-307,text,true,,1018660,124,400,400,https://www.zalando.at/herren-home/,155,0,79
1612006812991,863,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-313,text,true,,1020326,124,400,400,https://www.zalando.at/herren-home/,193,0,122
1612006813483,419,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-319,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,260,0,0
1612006813749,384,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,419605,127,400,400,https://www.zalando.at/herren/?q=jeans,204,0,0
1612006813176,1043,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-314,text,true,,976628,124,400,400,https://www.zalando.at/herren-home/,93,0,46
1612006813484,909,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-333,text,true,,988001,124,400,400,https://www.zalando.at/herren-home/,174,0,55
1612006813162,1307,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-317,text,true,,1005881,124,400,400,https://www.zalando.at/herren-home/,100,0,54
1612006814134,833,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,1010547,124,400,400,https://www.zalando.at/herren-home/,231,0,118
1612006814969,675,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-340,text,true,,985981,124,400,400,https://www.zalando.at/herren-home/,101,0,48
1612006814969,780,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-341,text,true,,946316,124,400,400,https://www.zalando.at/herren-home/,115,0,51
1612006815646,742,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-343,text,true,,997572,124,400,400,https://www.zalando.at/herren-home/,114,0,71
1612006815646,930,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-345,text,true,,970461,124,400,400,https://www.zalando.at/herren-home/,146,0,70
1612006816231,413,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-314,text,true,,419812,127,400,400,https://www.zalando.at/herren/?q=jeans,222,0,0
1612006815646,1046,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-344,text,true,,1051423,124,400,400,https://www.zalando.at/herren-home/,140,0,55
1612006816403,339,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-333,text,true,,419582,127,400,400,https://www.zalando.at/herren/?q=jeans,271,0,0
1612006816232,832,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-348,text,true,,1017536,124,400,400,https://www.zalando.at/herren-home/,175,0,118
1612006816981,290,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,422585,127,400,400,https://www.zalando.at/herren/?q=jeans,229,0,0
1612006816645,812,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-314,text,true,,1019972,124,400,400,https://www.zalando.at/herren-home/,133,0,88
1612006817272,622,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,1005693,124,400,400,https://www.zalando.at/herren-home/,151,0,58
1612006817653,307,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-340,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,242,0,0
1612006819075,335,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-348,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,275,0,0
1612006819903,385,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,263,0,0
1612006819412,895,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-348,text,true,,945415,124,400,400,https://www.zalando.at/herren-home/,101,0,47
1612006819905,687,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-360,text,true,,1017078,124,400,400,https://www.zalando.at/herren-home/,105,0,55
1612006820289,742,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,957575,124,400,400,https://www.zalando.at/herren-home/,102,0,56
1612006822606,304,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-360,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,243,0,0
1612006822608,774,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-43,text,true,,1046298,124,400,400,https://www.zalando.at/herren-home/,121,0,58
1612006823044,410,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-320,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,342,0,0
1612006822912,804,Zalando Home Page,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-360,text,true,,1034838,124,400,400,https://www.zalando.at/herren-home/,108,0,61
1612006825731,252,Search for jeans,200,OK,ThreadsWithTransactionControl-ThreadStarter 1-360,text,true,,419594,127,400,400,https://www.zalando.at/herren/?q=jeans,194,0,0
1612006840383,640,Zalando Home Page,Non HTTP response code: javax.net.ssl.SSLProtocolException,Non HTTP response message: Software caused connection abort: recv failed,ThreadsWithTransactionControl-ThreadStarter 1-158,text,false,,3150,0,400,400,https://www.zalando.at/herren-home/,101,0,56
